Country;Year;Satisfaction;Vote;Age;Education;Community;Post_Stratification_Weight
HU;2008;NA;Other;42;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,983412474
HU;2008;2;Fidesz;71;Upper secondary education completed (ISCED 3);Town or small city;0,760327829
HU;2008;3;Other;23;Lower secondary education completed (ISCED 2);Town or small city;0,916102263
HU;2008;5;Other;80;Upper secondary education completed (ISCED 3);A big city;1,130296692
HU;2008;0;Other;35;Upper secondary education completed (ISCED 3);A big city;1,034986449
HU;2008;0;Other;31;Lower secondary education completed (ISCED 2);A big city;0,916102263
HU;2008;0;Other;65;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;1,130296692
HU;2008;0;Fidesz;54;Post-secondary non-tertiary education completed (ISCED 4);A big city;1,034986449
HU;2008;2;Other;25;Lower secondary education completed (ISCED 2);A big city;1,002377245
HU;2008;2;Fidesz;61;Upper secondary education completed (ISCED 3);A big city;1,130296692
HU;2008;1;Other;51;Lower secondary education completed (ISCED 2);A big city;1,180810205
HU;2008;0;Fidesz;44;Less than lower secondary education (ISCED 0-1);Suburbs or outskirts of big city;0,950882544
HU;2008;1;Fidesz;46;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,983412474
HU;2008;1;Other;20;Upper secondary education completed (ISCED 3);A big city;1,301811289
HU;2008;0;Other;47;Upper secondary education completed (ISCED 3);A big city;1,034986449
HU;2008;0;Other;28;Lower secondary education completed (ISCED 2);A big city;1,002377245
HU;2008;2;Other;56;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,760327829
HU;2008;0;Other;27;Tertiary education completed (ISCED 5-6);A big city;1,499716495
HU;2008;1;Other;38;Upper secondary education completed (ISCED 3);A big city;0,983412474
HU;2008;0;Fidesz;62;Tertiary education completed (ISCED 5-6);A big city;0,955886545
HU;2008;1;Other;41;Post-secondary non-tertiary education completed (ISCED 4);A big city;1,034986449
HU;2008;1;Other;37;Tertiary education completed (ISCED 5-6);A big city;1,208274521
HU;2008;0;Fidesz;52;Upper secondary education completed (ISCED 3);A big city;1,034986449
HU;2008;2;Other;66;Tertiary education completed (ISCED 5-6);A big city;1,096416529
HU;2008;0;Other;36;Upper secondary education completed (ISCED 3);A big city;0,983412474
HU;2008;2;Other;32;Post-secondary non-tertiary education completed (ISCED 4);A big city;1,301811289
HU;2008;0;Other;56;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,760327829
HU;2008;0;Fidesz;69;Upper secondary education completed (ISCED 3);A big city;0,760327829
HU;2008;1;Fidesz;41;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,983412474
HU;2008;3;Other;17;Lower secondary education completed (ISCED 2);Suburbs or outskirts of big city;1,002377245
HU;2008;2;Fidesz;67;Upper secondary education completed (ISCED 3);A big city;1,130296692
HU;2008;7;Other;77;Upper secondary education completed (ISCED 3);A big city;1,130296692
HU;2008;3;Other;17;Lower secondary education completed (ISCED 2);Suburbs or outskirts of big city;0,916102263
HU;2008;5;Other;74;Upper secondary education completed (ISCED 3);A big city;0,760327829
HU;2008;2;Fidesz;47;Upper secondary education completed (ISCED 3);Country village;0,983412474
HU;2008;0;Fidesz;54;Upper secondary education completed (ISCED 3);Country village;1,034986449
HU;2008;2;Fidesz;34;Upper secondary education completed (ISCED 3);Country village;1,301811289
HU;2008;0;Fidesz;58;Upper secondary education completed (ISCED 3);Country village;0,760327829
HU;2008;1;Fidesz;78;Lower secondary education completed (ISCED 2);Country village;1,172596672
HU;2008;5;Fidesz;52;Lower secondary education completed (ISCED 2);Country village;0,950882544
HU;2008;5;Fidesz;81;Less than lower secondary education (ISCED 0-1);Country village;0,896676787
HU;2008;3;Fidesz;40;Tertiary education completed (ISCED 5-6);Country village;1,208274521
HU;2008;0;Other;59;Tertiary education completed (ISCED 5-6);Country village;0,955886545
HU;2008;5;Other;70;Lower secondary education completed (ISCED 2);Country village;0,896676787
HU;2008;0;Other;16;Lower secondary education completed (ISCED 2);Country village;1,002377245
HU;2008;1;Other;42;Upper secondary education completed (ISCED 3);Country village;0,983412474
HU;2008;1;Fidesz;30;Lower secondary education completed (ISCED 2);Country village;1,002377245
HU;2008;0;Other;55;Upper secondary education completed (ISCED 3);Country village;0,760327829
HU;2008;2;Other;60;Lower secondary education completed (ISCED 2);Town or small city;0,896676787
HU;2008;2;Fidesz;25;Upper secondary education completed (ISCED 3);Town or small city;1,297013701
HU;2008;3;Other;26;Upper secondary education completed (ISCED 3);Town or small city;1,301811289
HU;2008;0;Other;48;Lower secondary education completed (ISCED 2);Town or small city;1,180810205
HU;2008;3;Other;87;Less than lower secondary education (ISCED 0-1);Town or small city;0,896676787
HU;2008;0;Other;36;Upper secondary education completed (ISCED 3);Town or small city;0,983412474
HU;2008;0;Other;28;Tertiary education completed (ISCED 5-6);Town or small city;0,984764951
HU;2008;0;Other;52;Upper secondary education completed (ISCED 3);Town or small city;1,034986449
HU;2008;3;Other;17;Less than lower secondary education (ISCED 0-1);Town or small city;0,916102263
HU;2008;0;Other;63;Upper secondary education completed (ISCED 3);Country village;1,130296692
HU;2008;0;Fidesz;38;Tertiary education completed (ISCED 5-6);Country village;1,208274521
HU;2008;1;Fidesz;85;Upper secondary education completed (ISCED 3);Country village;1,130296692
HU;2008;0;Other;33;Upper secondary education completed (ISCED 3);Country village;1,301811289
HU;2008;0;Other;53;Upper secondary education completed (ISCED 3);Country village;1,034986449
HU;2008;1;Other;30;Upper secondary education completed (ISCED 3);Country village;1,297013701
HU;2008;2;Other;69;Upper secondary education completed (ISCED 3);Country village;0,760327829
HU;2008;3;Other;42;Upper secondary education completed (ISCED 3);Country village;0,983412474
HU;2008;4;Other;20;Upper secondary education completed (ISCED 3);Town or small city;1,297013701
HU;2008;2;Fidesz;69;Less than lower secondary education (ISCED 0-1);Town or small city;0,896676787
HU;2008;1;Other;34;Upper secondary education completed (ISCED 3);Town or small city;1,297013701
HU;2008;0;Other;45;Lower secondary education completed (ISCED 2);Town or small city;0,950882544
HU;2008;5;Other;57;Lower secondary education completed (ISCED 2);Town or small city;0,896676787
HU;2008;0;Other;71;Lower secondary education completed (ISCED 2);Town or small city;1,120421991
HU;2008;3;Other;17;Lower secondary education completed (ISCED 2);Town or small city;0,957776475
HU;2008;4;Other;43;Upper secondary education completed (ISCED 3);Town or small city;0,939655542
HU;2008;0;Fidesz;31;Tertiary education completed (ISCED 5-6);Town or small city;1,432986619
HU;2008;0;Other;26;Upper secondary education completed (ISCED 3);Country village;1,239303085
HU;2008;0;Other;39;Upper secondary education completed (ISCED 3);Farm or home in countryside;0,988934733
HU;2008;3;Other;17;Lower secondary education completed (ISCED 2);Farm or home in countryside;0,875340298
HU;2008;NA;Other;79;Lower secondary education completed (ISCED 2);Farm or home in countryside;0,856779159
HU;2008;0;Fidesz;23;Upper secondary education completed (ISCED 3);Country village;1,243887204
HU;2008;0;Other;40;Upper secondary education completed (ISCED 3);Country village;0,939655542
HU;2008;1;Fidesz;65;Lower secondary education completed (ISCED 2);Country village;0,856779159
HU;2008;3;Other;20;Lower secondary education completed (ISCED 2);A big city;0,957776475
HU;2008;0;Fidesz;56;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;0,726497047
HU;2008;1;Other;35;Lower secondary education completed (ISCED 2);A big city;0,908573031
HU;2008;0;Other;73;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;1,080004148
HU;2008;2;Other;59;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;1,080004148
HU;2008;0;Other;48;Upper secondary education completed (ISCED 3);Town or small city;0,988934733
HU;2008;3;Fidesz;32;Upper secondary education completed (ISCED 3);Town or small city;1,243887204
HU;2008;0;Fidesz;72;Lower secondary education completed (ISCED 2);Town or small city;1,120421991
HU;2008;6;Fidesz;23;Tertiary education completed (ISCED 5-6);Town or small city;0,94094784
HU;2008;0;Other;76;Less than lower secondary education (ISCED 0-1);Town or small city;0,856779159
HU;2008;2;Fidesz;36;Upper secondary education completed (ISCED 3);Country village;0,988934733
HU;2008;3;Other;24;Upper secondary education completed (ISCED 3);Town or small city;1,239303085
HU;2008;2;Fidesz;61;Upper secondary education completed (ISCED 3);Town or small city;1,080004148
HU;2008;0;Other;50;Upper secondary education completed (ISCED 3);Town or small city;0,988934733
HU;2008;0;Fidesz;70;Lower secondary education completed (ISCED 2);Town or small city;1,120421991
HU;2008;2;Fidesz;22;Tertiary education completed (ISCED 5-6);Town or small city;0,94094784
HU;2008;0;Other;47;Upper secondary education completed (ISCED 3);Town or small city;0,988934733
HU;2008;0;Other;34;Tertiary education completed (ISCED 5-6);Town or small city;0,94094784
HU;2008;0;Other;54;Upper secondary education completed (ISCED 3);Town or small city;0,939655542
HU;2008;NA;Other;16;Lower secondary education completed (ISCED 2);Country village;0,957776475
HU;2008;3;Fidesz;79;Upper secondary education completed (ISCED 3);A big city;0,726497047
HU;2008;1;Other;51;Lower secondary education completed (ISCED 2);Country village;0,908573031
HU;2008;3;Fidesz;62;Upper secondary education completed (ISCED 3);Country village;1,080004148
HU;2008;NA;Other;33;Post-secondary non-tertiary education completed (ISCED 4);Country village;1,243887204
HU;2008;5;Other;54;Upper secondary education completed (ISCED 3);Country village;0,939655542
HU;2008;4;Other;30;Upper secondary education completed (ISCED 3);Country village;1,239303085
HU;2008;7;Other;82;Less than lower secondary education (ISCED 0-1);Country village;0,856779159
HU;2008;4;Other;64;Upper secondary education completed (ISCED 3);Country village;0,726497047
HU;2008;1;Other;59;Upper secondary education completed (ISCED 3);Country village;1,080004148
HU;2008;0;Other;62;Tertiary education completed (ISCED 5-6);Farm or home in countryside;1,047631482
HU;2008;0;Other;35;Upper secondary education completed (ISCED 3);Farm or home in countryside;0,988934733
HU;2008;0;Other;80;Lower secondary education completed (ISCED 2);A big city;0,856779159
HU;2008;1;Other;63;Post-secondary non-tertiary education completed (ISCED 4);A big city;1,080004148
HU;2008;1;Other;40;Upper secondary education completed (ISCED 3);A big city;0,988934733
HU;2008;2;Other;17;Lower secondary education completed (ISCED 2);Town or small city;0,875340298
HU;2008;2;Other;24;Upper secondary education completed (ISCED 3);A big city;3,616615444
HU;2008;0;Fidesz;40;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,988934733
HU;2008;1;Other;58;Upper secondary education completed (ISCED 3);A big city;0,726497047
HU;2008;2;Other;50;Upper secondary education completed (ISCED 3);Town or small city;0,988934733
HU;2008;2;Other;41;Upper secondary education completed (ISCED 3);Town or small city;0,939655542
HU;2008;1;Other;79;Less than lower secondary education (ISCED 0-1);Town or small city;0,856779159
HU;2008;4;Other;79;Upper secondary education completed (ISCED 3);A big city;0,726497047
HU;2008;2;Other;22;Lower secondary education completed (ISCED 2);A big city;0,875340298
HU;2008;0;Other;38;Tertiary education completed (ISCED 5-6);A big city;0,933740028
HU;2008;2;Other;33;Tertiary education completed (ISCED 5-6);A big city;0,94094784
HU;2008;4;Other;61;Upper secondary education completed (ISCED 3);A big city;0,726497047
HU;2008;2;Other;67;Tertiary education completed (ISCED 5-6);A big city;1,047631482
HU;2008;0;Other;44;Tertiary education completed (ISCED 5-6);A big city;0,933740028
HU;2008;3;Other;55;Tertiary education completed (ISCED 5-6);Suburbs or outskirts of big city;0,913354379
HU;2008;0;Other;33;Upper secondary education completed (ISCED 3);Town or small city;1,243887204
HU;2008;3;Other;21;Upper secondary education completed (ISCED 3);Town or small city;1,239303085
HU;2008;1;Fidesz;60;Upper secondary education completed (ISCED 3);Country village;1,080004148
HU;2008;1;Other;29;Tertiary education completed (ISCED 5-6);A big city;0,94094784
HU;2008;2;Other;28;Upper secondary education completed (ISCED 3);Farm or home in countryside;1,243887204
HU;2008;0;Fidesz;62;Upper secondary education completed (ISCED 3);Town or small city;0,932694903
HU;2008;5;Other;41;Upper secondary education completed (ISCED 3);Town or small city;0,854047076
HU;2008;10;Fidesz;29;Lower secondary education completed (ISCED 2);Country village;0,827138709
HU;2008;4;Other;61;Post-secondary non-tertiary education completed (ISCED 4);Country village;0,627405084
HU;2008;0;Other;58;Upper secondary education completed (ISCED 3);Country village;0,932694903
HU;2008;5;Other;48;Tertiary education completed (ISCED 5-6);Country village;0,997040419
HU;2008;5;Other;50;Upper secondary education completed (ISCED 3);Country village;0,811489416
HU;2008;1;Other;20;Upper secondary education completed (ISCED 3);Country village;1,070265955
HU;2008;0;Fidesz;23;Upper secondary education completed (ISCED 3);Farm or home in countryside;1,074224814
HU;2008;0;Fidesz;55;Lower secondary education completed (ISCED 2);Country village;0,967599876
HU;2008;0;Other;80;Lower secondary education completed (ISCED 2);Country village;0,739917116
HU;2008;0;Other;24;Upper secondary education completed (ISCED 3);Country village;1,070265955
HU;2008;0;Other;66;Lower secondary education completed (ISCED 2);Country village;0,739917116
HU;2008;0;Fidesz;39;Upper secondary education completed (ISCED 3);Country village;0,854047076
HU;2008;0;Other;48;Upper secondary education completed (ISCED 3);Country village;0,811489416
HU;2008;0;Other;70;Lower secondary education completed (ISCED 2);Country village;0,967599876
HU;2008;1;Other;58;Upper secondary education completed (ISCED 3);Country village;0,627405084
HU;2008;2;Fidesz;71;Less than lower secondary education (ISCED 0-1);A big city;0,739917116
HU;2008;0;Fidesz;71;Lower secondary education completed (ISCED 2);Town or small city;0,967599876
HU;2008;0;Fidesz;25;Upper secondary education completed (ISCED 3);A big city;1,070265955
HU;2008;0;Other;34;Tertiary education completed (ISCED 5-6);A big city;0,812605448
HU;2008;0;Other;19;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;1,074224814
HU;2008;0;Other;32;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;1,074224814
HU;2008;0;Other;54;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,811489416
HU;2008;0;Fidesz;49;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,854047076
HU;2008;8;Other;58;Tertiary education completed (ISCED 5-6);Suburbs or outskirts of big city;0,78877565
HU;2008;0;Other;20;Upper secondary education completed (ISCED 3);Country village;1,070265955
HU;2008;1;Other;53;Lower secondary education completed (ISCED 2);Country village;0,784646463
HU;2008;2;Other;65;Tertiary education completed (ISCED 5-6);Country village;0,904737769
HU;2008;2;Fidesz;32;Upper secondary education completed (ISCED 3);Country village;1,070265955
HU;2008;0;Other;40;Upper secondary education completed (ISCED 3);Country village;0,854047076
HU;2008;0;Other;36;Lower secondary education completed (ISCED 2);Town or small city;0,974377495
HU;2008;3;Fidesz;29;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;1,070265955
HU;2008;1;Fidesz;53;Upper secondary education completed (ISCED 3);Town or small city;0,854047076
HU;2008;0;Other;60;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;0,627405084
HU;2008;3;Fidesz;41;Upper secondary education completed (ISCED 3);Town or small city;0,854047076
HU;2008;1;Other;79;Less than lower secondary education (ISCED 0-1);Town or small city;0,739917116
HU;2008;2;Other;82;Less than lower secondary education (ISCED 0-1);Town or small city;0,967599876
HU;2008;0;Other;56;Upper secondary education completed (ISCED 3);Country village;0,627405084
HU;2008;3;Other;67;Lower secondary education completed (ISCED 2);Country village;0,739917116
HU;2008;1;Fidesz;48;Post-secondary non-tertiary education completed (ISCED 4);Country village;0,811489416
HU;2008;1;Other;53;Upper secondary education completed (ISCED 3);Country village;0,854047076
HU;2008;2;Other;77;Upper secondary education completed (ISCED 3);Country village;0,627405084
HU;2008;0;Other;82;Lower secondary education completed (ISCED 2);Country village;0,739917116
HU;2008;1;Fidesz;39;Lower secondary education completed (ISCED 2);Town or small city;0,974377495
HU;2008;2;Fidesz;29;Lower secondary education completed (ISCED 2);Town or small city;0,827138709
HU;2008;5;Other;64;Tertiary education completed (ISCED 5-6);Town or small city;0,904737769
HU;2008;2;Other;17;Lower secondary education completed (ISCED 2);Town or small city;0,827138709
HU;2008;1;Other;67;Tertiary education completed (ISCED 5-6);Town or small city;0,78877565
HU;2008;0;Other;17;Lower secondary education completed (ISCED 2);Town or small city;0,755946573
HU;2008;0;Fidesz;36;Lower secondary education completed (ISCED 2);Town or small city;0,784646463
HU;2008;4;Other;43;Upper secondary education completed (ISCED 3);Town or small city;0,854047076
HU;2008;3;Other;46;Upper secondary education completed (ISCED 3);Country village;0,811489416
HU;2008;0;Fidesz;60;Upper secondary education completed (ISCED 3);Country village;0,932694903
HU;2008;1;Fidesz;48;Upper secondary education completed (ISCED 3);Country village;0,854047076
HU;2008;5;Other;36;Tertiary education completed (ISCED 5-6);Country village;0,997040419
HU;2008;4;Other;80;Less than lower secondary education (ISCED 0-1);Country village;0,739917116
HU;2008;4;Other;57;Upper secondary education completed (ISCED 3);Farm or home in countryside;0,627405084
HU;2008;5;Fidesz;36;Tertiary education completed (ISCED 5-6);Town or small city;0,806380759
HU;2008;0;Other;81;Less than lower secondary education (ISCED 0-1);Town or small city;0,739917116
HU;2008;4;Other;26;Upper secondary education completed (ISCED 3);Town or small city;1,074224814
HU;2008;0;Other;29;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;1,070265955
HU;2008;3;Other;86;Less than lower secondary education (ISCED 0-1);Country village;0,967599876
HU;2008;5;Other;57;Lower secondary education completed (ISCED 2);Country village;0,739917116
HU;2008;2;Other;49;Upper secondary education completed (ISCED 3);Country village;0,854047076
HU;2008;0;Other;18;Lower secondary education completed (ISCED 2);Country village;0,827138709
HU;2008;2;Other;61;Upper secondary education completed (ISCED 3);Country village;0,932694903
HU;2008;NA;Other;70;Lower secondary education completed (ISCED 2);Country village;0,967599876
HU;2008;0;Other;21;Upper secondary education completed (ISCED 3);Country village;1,070265955
HU;2008;NA;Other;62;Upper secondary education completed (ISCED 3);A big city;0,932694903
HU;2008;4;Other;19;Upper secondary education completed (ISCED 3);A big city;1,074224814
HU;2008;2;Other;58;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,932694903
HU;2008;0;Other;60;Tertiary education completed (ISCED 5-6);A big city;0,904737769
HU;2008;3;Other;25;Tertiary education completed (ISCED 5-6);A big city;0,812605448
HU;2008;1;Other;39;Tertiary education completed (ISCED 5-6);A big city;0,997040419
HU;2008;2;Other;35;Lower secondary education completed (ISCED 2);A big city;0,974377495
HU;2008;0;Other;30;Upper secondary education completed (ISCED 3);A big city;1,070265955
HU;2008;3;Other;52;Lower secondary education completed (ISCED 2);A big city;0,784646463
HU;2008;2;Other;42;Upper secondary education completed (ISCED 3);A big city;0,854047076
HU;2008;0;Fidesz;36;Upper secondary education completed (ISCED 3);A big city;0,854047076
HU;2008;3;Fidesz;42;Upper secondary education completed (ISCED 3);A big city;0,811489416
HU;2008;0;Fidesz;32;Upper secondary education completed (ISCED 3);A big city;1,074224814
HU;2008;1;Fidesz;55;Upper secondary education completed (ISCED 3);A big city;0,932694903
HU;2008;2;Fidesz;65;Lower secondary education completed (ISCED 2);A big city;0,967599876
HU;2008;3;Other;78;Lower secondary education completed (ISCED 2);A big city;0,739917116
HU;2008;2;Other;72;Tertiary education completed (ISCED 5-6);A big city;0,904737769
HU;2008;0;Other;86;Upper secondary education completed (ISCED 3);A big city;0,627405084
HU;2008;5;Fidesz;34;Upper secondary education completed (ISCED 3);A big city;1,070265955
HU;2008;0;Fidesz;71;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,932694903
HU;2008;2;Other;56;Upper secondary education completed (ISCED 3);A big city;0,627405084
HU;2008;3;Other;29;Tertiary education completed (ISCED 5-6);A big city;0,812605448
HU;2008;5;Other;53;Upper secondary education completed (ISCED 3);Country village;0,811489416
HU;2008;6;Fidesz;34;Tertiary education completed (ISCED 5-6);Country village;1,23753165
HU;2008;0;Other;42;Upper secondary education completed (ISCED 3);Country village;0,811489416
HU;2008;2;Other;22;Upper secondary education completed (ISCED 3);Country village;1,070265955
HU;2008;3;Other;34;Tertiary education completed (ISCED 5-6);Country village;0,812605448
HU;2008;1;Fidesz;61;Upper secondary education completed (ISCED 3);Country village;0,627405084
HU;2008;4;Other;45;Upper secondary education completed (ISCED 3);Country village;0,811489416
HU;2008;6;Other;24;Upper secondary education completed (ISCED 3);Country village;1,074224814
HU;2008;2;Fidesz;56;Lower secondary education completed (ISCED 2);Country village;0,967599876
HU;2008;1;Other;34;Tertiary education completed (ISCED 5-6);Country village;0,812605448
HU;2008;3;Fidesz;58;Lower secondary education completed (ISCED 2);Country village;0,739917116
HU;2008;4;Other;74;Tertiary education completed (ISCED 5-6);Country village;0,904737769
HU;2008;0;Other;23;Post-secondary non-tertiary education completed (ISCED 4);Country village;1,070265955
HU;2008;4;Fidesz;35;Upper secondary education completed (ISCED 3);Country village;0,811489416
HU;2008;5;Fidesz;59;Upper secondary education completed (ISCED 3);Town or small city;0,627405084
HU;2008;1;Fidesz;28;Upper secondary education completed (ISCED 3);Town or small city;1,070265955
HU;2008;1;Fidesz;52;Lower secondary education completed (ISCED 2);Town or small city;0,784646463
HU;2008;1;Fidesz;79;Upper secondary education completed (ISCED 3);Town or small city;0,932694903
HU;2008;0;Other;35;Upper secondary education completed (ISCED 3);Town or small city;0,811489416
HU;2008;0;Fidesz;62;Upper secondary education completed (ISCED 3);Town or small city;0,932694903
HU;2008;0;Other;38;Lower secondary education completed (ISCED 2);Country village;0,784646463
HU;2008;5;Fidesz;32;Tertiary education completed (ISCED 5-6);Town or small city;0,812605448
HU;2008;NA;Other;16;Lower secondary education completed (ISCED 2);Town or small city;0,827138709
HU;2008;5;Other;26;Tertiary education completed (ISCED 5-6);Town or small city;0,812605448
HU;2008;1;Other;54;Lower secondary education completed (ISCED 2);Country village;0,950882544
HU;2008;1;Other;69;Lower secondary education completed (ISCED 2);Country village;0,896676787
HU;2008;1;Other;49;Lower secondary education completed (ISCED 2);Country village;1,180810205
HU;2008;0;Other;37;Upper secondary education completed (ISCED 3);Country village;0,983412474
HU;2008;3;Other;26;Upper secondary education completed (ISCED 3);Town or small city;1,301811289
HU;2008;0;Other;56;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;0,760327829
HU;2008;0;Other;49;Upper secondary education completed (ISCED 3);Town or small city;0,983412474
HU;2008;0;Other;80;Tertiary education completed (ISCED 5-6);Town or small city;0,955886545
HU;2008;0;Fidesz;58;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;1,130296692
HU;2008;0;Other;66;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;1,130296692
HU;2008;NA;Other;60;Less than lower secondary education (ISCED 0-1);Country village;0,896676787
HU;2008;0;Other;67;Upper secondary education completed (ISCED 3);Country village;0,760327829
HU;2008;3;Other;17;Lower secondary education completed (ISCED 2);Country village;0,916102263
HU;2008;0;Other;83;Less than lower secondary education (ISCED 0-1);Country village;0,896676787
HU;2008;5;Other;71;Less than lower secondary education (ISCED 0-1);Country village;0,896676787
HU;2008;0;Fidesz;33;Upper secondary education completed (ISCED 3);Country village;1,297013701
HU;2008;5;Other;78;Upper secondary education completed (ISCED 3);Country village;1,130296692
HU;2008;9;Other;49;Upper secondary education completed (ISCED 3);Country village;0,983412474
HU;2008;2;Other;60;Post-secondary non-tertiary education completed (ISCED 4);Country village;0,760327829
HU;2008;NA;Other;81;Less than lower secondary education (ISCED 0-1);Country village;1,172596672
HU;2008;5;Other;65;Lower secondary education completed (ISCED 2);Country village;0,896676787
HU;2008;1;Other;29;Tertiary education completed (ISCED 5-6);Country village;0,984764951
HU;2008;2;Other;41;Post-secondary non-tertiary education completed (ISCED 4);Country village;1,034986449
HU;2008;0;Other;72;Less than lower secondary education (ISCED 0-1);Town or small city;0,762877856
HU;2008;0;Other;31;Upper secondary education completed (ISCED 3);Town or small city;1,107559625
HU;2008;2;Fidesz;69;Lower secondary education completed (ISCED 2);Town or small city;0,997625955
HU;2008;2;Other;57;Upper secondary education completed (ISCED 3);Town or small city;0,961637828
HU;2008;0;Other;47;Upper secondary education completed (ISCED 3);Town or small city;0,880549441
HU;2008;0;Other;54;Upper secondary education completed (ISCED 3);Town or small city;0,836671152
HU;2008;1;Other;22;Tertiary education completed (ISCED 5-6);Town or small city;0,837821817
HU;2008;2;Other;43;Upper secondary education completed (ISCED 3);Town or small city;0,836671152
HU;2008;0;Other;34;Upper secondary education completed (ISCED 3);Town or small city;1,103477916
HU;2008;4;Other;72;Upper secondary education completed (ISCED 3);A big city;0,046503534
HU;2008;2;Other;55;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;2;Other;25;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,079622005
HU;2008;3;Other;19;Lower secondary education completed (ISCED 2);Town or small city;0,056031085
HU;2008;1;Other;37;Tertiary education completed (ISCED 5-6);A big city;0,073901064
HU;2008;4;Other;30;Tertiary education completed (ISCED 5-6);A big city;0,091726378
HU;2008;2;Other;34;Upper secondary education completed (ISCED 3);A big city;0,079622005
HU;2008;2;Other;63;Tertiary education completed (ISCED 5-6);A big city;0,067059552
HU;2008;0;Other;70;Tertiary education completed (ISCED 5-6);A big city;0,067059552
HU;2008;7;Other;32;Tertiary education completed (ISCED 5-6);Suburbs or outskirts of big city;0,060230665
HU;2008;0;Fidesz;59;Tertiary education completed (ISCED 5-6);A big city;0,067059552
HU;2008;5;Other;66;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;2;Fidesz;30;Tertiary education completed (ISCED 5-6);A big city;0,091726378
HU;2008;2;Other;38;Tertiary education completed (ISCED 5-6);A big city;0,073901064
HU;2008;1;Other;56;Upper secondary education completed (ISCED 3);A big city;0,046503534
HU;2008;3;Other;76;Tertiary education completed (ISCED 5-6);A big city;0,067059552
HU;2008;2;Other;59;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;2;Other;64;Upper secondary education completed (ISCED 3);A big city;0,046503534
HU;2008;4;Other;16;Lower secondary education completed (ISCED 2);A big city;0,056031085
HU;2008;4;Other;20;Lower secondary education completed (ISCED 2);A big city;0,061307877
HU;2008;0;Other;22;Lower secondary education completed (ISCED 2);A big city;0,056031085
HU;2008;1;Other;42;Tertiary education completed (ISCED 5-6);A big city;0,073901064
HU;2008;0;Fidesz;68;Tertiary education completed (ISCED 5-6);A big city;0,067059552
HU;2008;2;Fidesz;51;Upper secondary education completed (ISCED 3);A big city;0,063302336
HU;2008;0;Other;57;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;2;Other;89;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;1;Fidesz;41;Upper secondary education completed (ISCED 3);A big city;0,060147944
HU;2008;1;Fidesz;25;Tertiary education completed (ISCED 5-6);A big city;0,091726378
HU;2008;0;Other;52;Lower secondary education completed (ISCED 2);A big city;0,072221279
HU;2008;1;Other;29;Tertiary education completed (ISCED 5-6);A big city;0,060230665
HU;2008;4;Other;80;Lower secondary education completed (ISCED 2);A big city;0,054842975
HU;2008;2;Other;66;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;3;Other;38;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,063302336
HU;2008;1;Fidesz;36;Upper secondary education completed (ISCED 3);A big city;0,063302336
HU;2008;0;Fidesz;80;Tertiary education completed (ISCED 5-6);A big city;0,05846439
HU;2008;NA;Other;72;Lower secondary education completed (ISCED 2);A big city;0,054842975
HU;2008;6;Other;19;Upper secondary education completed (ISCED 3);A big city;0,079328572
HU;2008;3;Other;49;Upper secondary education completed (ISCED 3);A big city;0,063302336
HU;2008;4;Other;61;Upper secondary education completed (ISCED 3);A big city;0,069131747
HU;2008;3;Other;79;Lower secondary education completed (ISCED 2);A big city;0,071718919
HU;2008;3;Other;47;Lower secondary education completed (ISCED 2);A big city;0,072221279
HU;2008;1;Fidesz;93;Tertiary education completed (ISCED 5-6);A big city;0,067059552
HU;2008;3;Other;47;Tertiary education completed (ISCED 5-6);A big city;0,073901064
HU;2008;2;Other;36;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,063302336
